Age,WorkClass,fnlwgt,Education,EducationNum,MaritalStatus,Occupation,Relationship,Gender,CapitalGain,CapitalLoss,HoursPerWeek,NativeCountry,Income
47.0, Private,128378.0, Assoc-voc,11.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,40.0, United-States,1.0
21.0, Private,34568.0, HS-grad,9.0, Never-married, Craft-repair, Unmarried, Male,0.0,0.0,50.0, United-States,0.0
30.0, Private,156464.0, HS-grad,9.0, Never-married, Sales, Own-child, Male,0.0,0.0,40.0, Germany,0.0
70.0, Private,280307.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,20.0, Cuba,0.0
28.0, Private,134566.0, Bachelors,13.0, Married-civ-spouse,, Husband,,0.0,0.0,45.0, United-States,1.0
21.0,,34918.0,,9.0, Never-married, Sales, Own-child,,0.0,0.0,30.0, United-States,0.0
37.0, Federal-gov,196348.0, Some-college,10.0,,, Husband, Male,0.0,,40.0, United-States,1.0
49.0, Private,379779.0, Bachelors,13.0, Divorced,, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
28.0, Private,209109.0, Bachelors,13.0, Married-civ-spouse, Other-service, Husband,,0.0,0.0,50.0, United-States,0.0
49.0, Private,105431.0, HS-grad,9.0, Divorced, Other-service, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
, Private,419721.0, HS-grad,9.0, Never-married, Other-service, Unmarried, Female,0.0,,40.0, Japan,0.0
60.0, Private,, Some-college,10.0, Divorced,, Not-in-family, Female,0.0,0.0,48.0, United-States,0.0
25.0, Self-emp-not-inc,275197.0, HS-grad,9.0, Never-married, Farming-fishing, Own-child, Male,0.0,0.0,40.0, United-States,0.0
18.0, Private,102182.0, 12th,8.0, Never-married, Priv-house-serv,, Female,0.0,,30.0, United-States,0.0
47.0, Private,329144.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Male,4386.0,0.0,, United-States,0.0
33.0, Self-emp-inc,182714.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
52.0, Private,117496.0, Bachelors,13.0,, Prof-specialty, Unmarried, Female,0.0,1755.0,40.0, United-States,0.0
35.0, Private,187415.0, 5th-6th,3.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,50.0, ?,0.0
18.0, Private,27620.0, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, Female,0.0,0.0,30.0, United-States,0.0
39.0, Private,184801.0, Bachelors,, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,,40.0,,1.0
31.0, Private,339482.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,1848.0,, United-States,0.0
27.0, Private,188576.0, Bachelors,13.0, Separated, Prof-specialty, Not-in-family, Male,0.0,0.0,40.0, Philippines,0.0
33.0, Private,, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,45.0, United-States,1.0
37.0, Private,189382.0, Assoc-acdm,12.0, Divorced, Adm-clerical, Not-in-family, Female,0.0,1504.0,40.0, United-States,0.0
40.0, Private,200574.0, Assoc-acdm,12.0, Married-civ-spouse, Tech-support, Husband, Male,0.0,0.0,44.0, United-States,1.0
53.0, Private,186303.0, HS-grad,9.0, Never-married, Sales, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
63.0, Local-gov,197189.0, Bachelors,13.0, Widowed, Prof-specialty, Not-in-family, Female,4650.0,0.0,48.0, United-States,0.0
29.0, Private,, Assoc-acdm,12.0, Never-married, Machine-op-inspct, Unmarried, Male,0.0,0.0,, United-States,0.0
39.0, Private,82699.0, Prof-school,15.0, Divorced, Prof-specialty, Not-in-family, Female,13550.0,0.0,70.0, United-States,0.0
50.0, State-gov,172970.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,40.0, Puerto-Rico,0.0
40.0, Private,201908.0, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States,1.0
38.0, Private,71701.0, Assoc-voc,11.0, Never-married,, Not-in-family, Female,0.0,0.0,40.0, Portugal,0.0
31.0, Private,324386.0, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,0.0
54.0, Private,, Bachelors,, Married-civ-spouse, Sales, Husband, Male,7688.0,0.0,50.0, United-States,1.0
56.0, Private,157786.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,1902.0,55.0, United-States,1.0
43.0, Private,334991.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,50.0, United-States,1.0
43.0, Private,50356.0, Some-college,10.0,, Craft-repair,, Male,,1485.0,, United-States,0.0
50.0, Local-gov,82783.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,45.0, United-States,1.0
34.0,,105540.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,2051.0,40.0, United-States,1.0
37.0, Private,361888.0, Bachelors,13.0, Never-married,, Not-in-family, Male,10520.0,0.0,40.0, United-States,0.0
47.0, Self-emp-not-inc,119199.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, Female,0.0,0.0,35.0, United-States,0.0
32.0, Private,113364.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Male,0.0,0.0,40.0,,0.0
35.0, Local-gov,225544.0, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband, Male,0.0,0.0,48.0, United-States,1.0
21.0, Private,209067.0, HS-grad,9.0, Never-married, Other-service, Own-child, Female,0.0,0.0,40.0, United-States,0.0
26.0, Private,358124.0, HS-grad,9.0, Never-married, Other-service, Other-relative, Female,0.0,0.0,40.0, United-States,0.0
36.0, Private,106964.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband,,0.0,0.0,40.0, United-States,0.0
44.0, Private,191256.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,65.0, United-States,0.0
21.0, Private,27255.0, Some-college,, Never-married, Adm-clerical, Own-child, Male,0.0,0.0,, ?,0.0
50.0, Private,, Assoc-voc,11.0, Married-civ-spouse, Other-service, Wife, Female,0.0,0.0,40.0, United-States,0.0
60.0, State-gov,136939.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,40.0, United-States,0.0
60.0, Private,181954.0, Bachelors,13.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,25.0, Iran,0.0
32.0, Private,172402.0, Some-college,10.0, Never-married, Adm-clerical, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
41.0, Private,173858.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,40.0, China,0.0
53.0, Private,177647.0, Bachelors,13.0,, Exec-managerial, Unmarried, Male,0.0,0.0,40.0, United-States,0.0
29.0, Private,72338.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, Male,0.0,0.0,26.0, United-States,0.0
18.0, Private,295607.0, 10th,6.0, Never-married, Transport-moving, Own-child, Male,0.0,0.0,40.0, United-States,0.0
62.0, Self-emp-inc,234738.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,5013.0,0.0,50.0, United-States,1.0
31.0,,133861.0, Assoc-voc,11.0, Divorced, Sales, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
71.0, Private,212806.0, HS-grad,9.0,, Sales, Husband, Male,0.0,0.0,36.0, United-States,0.0
51.0, Private,179646.0, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
23.0, Private,189461.0, HS-grad,9.0, Never-married, Sales, Other-relative, Male,0.0,0.0,55.0, United-States,0.0
60.0, Self-emp-not-inc,327474.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,70.0, United-States,0.0
36.0, Self-emp-inc,116133.0, HS-grad,9.0, Married-civ-spouse,, Husband, Male,0.0,0.0,57.0, United-States,1.0
22.0, Private,296158.0, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,0.0
35.0, Self-emp-not-inc,103323.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,0.0
34.0, Self-emp-not-inc,203488.0,,9.0, Married-civ-spouse, Craft-repair, Husband,,0.0,0.0,60.0, United-States,0.0
42.0, Local-gov,230684.0, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,1579.0,40.0, United-States,1.0
,,236415.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, Female,0.0,0.0,20.0, United-States,0.0
17.0, Private,188949.0, 11th,7.0, Never-married, Transport-moving, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
, Local-gov,177675.0,,13.0,, Exec-managerial, Husband, Male,0.0,0.0,55.0, United-States,1.0
36.0, State-gov,323726.0, Some-college,, Never-married, Tech-support, Unmarried, Female,0.0,0.0,40.0,,0.0
26.0, Private,123384.0, Masters,14.0, Never-married, Other-service, Own-child, Female,0.0,,40.0, United-States,0.0
32.0, Private,316470.0, 5th-6th,3.0, Married-civ-spouse,, Husband,,0.0,0.0,60.0,,0.0
39.0, Private,219155.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,,0.0,43.0, United-States,0.0
18.0, Private,145005.0, Some-college,10.0,, Other-service,, Male,0.0,0.0,20.0, United-States,0.0
43.0, Private,188808.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,45.0, United-States,1.0
26.0, Private,142506.0, Bachelors,13.0, Never-married, Prof-specialty, Unmarried, Female,0.0,0.0,35.0, United-States,0.0
64.0, Private,118944.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, Female,0.0,0.0,40.0, United-States,1.0
33.0, Local-gov,177216.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,40.0, United-States,0.0
35.0, Private,301862.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,, United-States,0.0
30.0,,177596.0, Some-college,10.0, Never-married, Other-service, Unmarried, Female,0.0,0.0,36.0, United-States,0.0
28.0, Private,139568.0, 11th,7.0, Never-married,,, Male,0.0,0.0,40.0, United-States,0.0
52.0, Private,317625.0, Masters,14.0, Divorced, Prof-specialty, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
70.0, Self-emp-not-inc,280639.0, HS-grad,9.0, Widowed, Other-service, Other-relative, Female,2329.0,0.0,20.0,,0.0
20.0, Private,258509.0, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, Male,0.0,0.0,40.0, United-States,0.0
38.0, State-gov,200904.0, Bachelors,13.0, Married-civ-spouse,, Wife, Female,0.0,0.0,30.0, United-States,1.0
58.0, Private,191069.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,40.0, United-States,0.0
41.0, Private,304605.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,45.0, United-States,1.0
18.0, Private,, HS-grad,9.0, Never-married, Adm-clerical, Own-child, Male,,0.0,40.0, United-States,0.0
56.0, Self-emp-inc,105582.0, Some-college,, Married-civ-spouse, Exec-managerial, Husband, Male,7688.0,,50.0, United-States,1.0
49.0, State-gov,160812.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, Female,0.0,0.0,40.0, United-States,1.0
45.0, Self-emp-not-inc,33234.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,,,1.0
54.0, Private,263925.0, 1st-4th,2.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,50.0, United-States,0.0
51.0, Self-emp-not-inc,,,14.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,42.0, United-States,1.0
49.0, Local-gov,149210.0, Bachelors,13.0, Married-civ-spouse, Protective-serv,, Male,15024.0,0.0,40.0, United-States,1.0
24.0, Private,,,13.0, Never-married,, Not-in-family,,,0.0,40.0, United-States,0.0
45.0, State-gov,149640.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,38.0, United-States,1.0
65.0, ?,325537.0, Assoc-voc,11.0, Married-civ-spouse, ?,, Male,,0.0,50.0, United-States,1.0
46.0, Private,178768.0, HS-grad,9.0, Divorced, Tech-support, Not-in-family, Female,0.0,0.0,20.0, United-States,0.0
58.0, Private,117299.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,40.0, United-States,0.0
61.0, Private,163393.0, HS-grad,, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,20.0, United-States,0.0
43.0, Self-emp-not-inc,215896.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Wife, Female,0.0,0.0,50.0, United-States,0.0
38.0, Private,172571.0, Some-college,10.0, Divorced, Craft-repair,, Male,0.0,,58.0, Poland,0.0
32.0, Private,231263.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,50.0, United-States,0.0
41.0,,168071.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,7298.0,0.0,50.0, United-States,1.0
42.0, Private,104973.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,0.0
43.0, Private,210013.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,0.0
, Local-gov,, Bachelors,13.0, Married-civ-spouse, Machine-op-inspct, Husband,,4064.0,0.0,40.0, ?,0.0
27.0, Private,241607.0, Bachelors,13.0, Never-married, Tech-support, Other-relative, Male,0.0,0.0,50.0, United-States,0.0
43.0, Private,302041.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
30.0, Self-emp-not-inc,345122.0, Some-college,10.0, Divorced, Prof-specialty, Unmarried, Male,0.0,0.0,50.0, United-States,0.0
33.0, Private,44623.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,45.0, United-States,0.0
51.0, Private,143822.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,50.0, United-States,1.0
49.0, Private,185041.0,,14.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,1977.0,40.0, United-States,1.0
29.0, ?,189282.0, HS-grad,, Married-civ-spouse, ?, Not-in-family, Female,0.0,0.0,27.0, United-States,0.0
26.0, Private,132749.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, Female,0.0,0.0,40.0, United-States,0.0
25.0, Private,133373.0, Bachelors,13.0, Never-married, Sales, Own-child, Male,0.0,0.0,40.0, United-States,0.0
49.0, State-gov,255928.0, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, Male,0.0,0.0,40.0, United-States,1.0
73.0, Private,187334.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, Male,0.0,0.0,40.0, United-States,0.0
47.0, Federal-gov,197332.0, Bachelors,13.0,, Prof-specialty, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
27.0, Local-gov,105830.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family,,,0.0,60.0, United-States,0.0
17.0, Local-gov,287160.0, 11th,7.0, Never-married, Prof-specialty, Own-child, Female,0.0,0.0,7.0, United-States,0.0
33.0, Private,347623.0, Masters,14.0, Never-married, Exec-managerial,, Male,0.0,0.0,40.0, United-States,0.0
, Self-emp-not-inc,115618.0, HS-grad,9.0, Divorced, Sales, Not-in-family, Male,0.0,0.0,50.0, United-States,0.0
90.0, Local-gov,187749.0, Assoc-acdm,12.0,, Adm-clerical, Husband, Male,0.0,0.0,20.0, Philippines,0.0
61.0, Self-emp-not-inc,, 11th,7.0, Married-civ-spouse, Other-service, Husband,,0.0,0.0,40.0, United-States,0.0
42.0, Private,301080.0, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
41.0, Local-gov,, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,40.0, United-States,0.0
45.0, Private,189890.0, Assoc-acdm,12.0, Divorced, Prof-specialty, Unmarried, Female,5455.0,,38.0, United-States,0.0
66.0, Self-emp-not-inc,219220.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, Male,2290.0,0.0,40.0, Germany,0.0
42.0, Self-emp-not-inc,103980.0,,11.0,, Prof-specialty, Husband, Male,0.0,0.0,50.0, United-States,0.0
52.0, ?,89951.0, 12th,8.0, Married-civ-spouse, ?, Wife,,0.0,,40.0, United-States,0.0
57.0, Local-gov,139095.0, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
42.0, Private,109501.0, 5th-6th,3.0, Separated, Handlers-cleaners, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
36.0, Private,104858.0, Some-college,10.0, Married-civ-spouse, Farming-fishing,, Male,0.0,0.0,56.0, United-States,0.0
27.0, Private,310483.0, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, Male,0.0,0.0,50.0, United-States,0.0
21.0, Private,, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,40.0, United-States,0.0
50.0, Private,237729.0, HS-grad,9.0, Widowed, Sales, Not-in-family, Female,0.0,2444.0,72.0,,0.0
47.0, Private,176319.0,,9.0, Married-civ-spouse, Sales, Own-child, Female,0.0,,38.0, United-States,0.0
38.0, Private,212252.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Wife, Female,0.0,0.0,50.0, United-States,1.0
24.0, Private,160968.0, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
46.0, Private,140644.0, HS-grad,9.0, Married-spouse-absent, Machine-op-inspct, Not-in-family, Male,0.0,2258.0,50.0, United-States,0.0
39.0, Private,306504.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,40.0, United-States,0.0
50.0, Federal-gov,183611.0, Some-college,, Never-married, Adm-clerical, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
34.0, Private,33678.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,4508.0,0.0,35.0, United-States,0.0
44.0, Private,, Some-college,, Divorced, Transport-moving, Unmarried, Male,1831.0,0.0,50.0, United-States,0.0
50.0, Private,313297.0, 5th-6th,3.0, Divorced, Machine-op-inspct, Unmarried, Female,0.0,0.0,40.0, Mexico,0.0
31.0, Private,416415.0, HS-grad,9.0, Separated,, Not-in-family, Male,0.0,0.0,45.0, United-States,0.0
51.0, Private,133336.0, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, Male,0.0,0.0,40.0, United-States,1.0
21.0,,237051.0, Some-college,10.0, Never-married, Other-service, Own-child, Female,,0.0,, United-States,0.0
38.0, Self-emp-not-inc,589838.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,47.0, United-States,0.0
29.0, Federal-gov,224858.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, Male,0.0,0.0,60.0,,1.0
54.0, Private,96062.0, Assoc-acdm,12.0, Married-civ-spouse, Tech-support, Husband, Male,0.0,0.0,40.0, United-States,1.0
44.0, Private,296728.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States,1.0
21.0, Private,273403.0, Assoc-voc,11.0,, Other-service, Not-in-family, Female,0.0,0.0,50.0,,0.0
47.0, Private,213408.0, 9th,5.0, Divorced, Machine-op-inspct, Unmarried, Female,0.0,0.0,40.0, Cuba,0.0
21.0, Private,277530.0, HS-grad,9.0, Never-married, Exec-managerial, Own-child, Female,,0.0,40.0, United-States,0.0
30.0, Self-emp-not-inc,, Assoc-acdm,12.0, Never-married, Craft-repair, Own-child, Male,0.0,0.0,40.0, United-States,0.0
24.0, Private,, Some-college,10.0, Never-married, Machine-op-inspct, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
35.0, State-gov,43712.0, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, Male,0.0,0.0,45.0, United-States,0.0
24.0, Private,70261.0, Bachelors,13.0,, Prof-specialty, Husband, Male,0.0,0.0,50.0, United-States,0.0
21.0, Private,188923.0,,10.0, Never-married, Sales, Own-child, Female,0.0,0.0,55.0, United-States,0.0
41.0, Federal-gov,19914.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Wife,,0.0,0.0,40.0, Philippines,1.0
45.0, Private,273435.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,0.0
, Local-gov,177907.0, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband,,0.0,1887.0,40.0, United-States,0.0
33.0, Private,31740.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,40.0, United-States,0.0
25.0, Private,86646.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Male,4865.0,0.0,48.0, United-States,0.0
58.0, State-gov,312351.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,40.0, United-States,1.0
35.0, Private,110538.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,55.0, United-States,0.0
55.0, State-gov,197399.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,40.0, United-States,1.0
53.0, Private,167033.0, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, Female,,0.0,40.0, United-States,0.0
75.0, Self-emp-inc,152519.0, Doctorate,16.0, Widowed, Prof-specialty, Not-in-family, Male,25124.0,0.0,20.0, United-States,0.0
47.0, Private,139145.0, Some-college,10.0,, Adm-clerical, Not-in-family, Female,0.0,,60.0, United-States,0.0
29.0, Private,359155.0, HS-grad,9.0, Separated, Transport-moving, Unmarried, Female,0.0,0.0,30.0, United-States,0.0
41.0, Private,, HS-grad,9.0,, Craft-repair, Not-in-family, Male,0.0,0.0,44.0, United-States,0.0
35.0, Private,339772.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,,0.0,40.0, United-States,0.0
52.0, Federal-gov,221532.0, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband, Male,0.0,0.0,45.0,,1.0
64.0, State-gov,169914.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
18.0, Private,227529.0, Some-college,10.0, Never-married, Sales, Own-child, Male,0.0,0.0,10.0, United-States,0.0
55.0, Private,174533.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
22.0, Private,311764.0, 11th,7.0, Widowed, Sales, Own-child, Female,0.0,0.0,35.0,,0.0
32.0, Self-emp-not-inc,63516.0, HS-grad,9.0, Divorced, Other-service, Unmarried, Female,0.0,0.0,45.0, United-States,0.0
35.0, Private,222989.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,30.0, United-States,0.0
62.0, Private,252668.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, Male,0.0,0.0,70.0, United-States,0.0
40.0, Self-emp-inc,102576.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,55.0, Trinadad&Tobago,1.0
59.0, ?,169611.0, Some-college,10.0, Married-civ-spouse, ?, Wife, Female,7298.0,0.0,12.0, United-States,0.0
45.0, Self-emp-inc,192835.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,45.0, United-States,1.0
35.0, Local-gov,433602.0, HS-grad,9.0, Never-married, Sales, Own-child, Male,0.0,0.0,38.0, United-States,0.0
49.0, Private,208978.0,,9.0, Divorced, Adm-clerical, Unmarried, Female,0.0,0.0,16.0, United-States,0.0
30.0, Private,299223.0, Some-college,10.0, Divorced,, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
28.0, State-gov,187746.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,1669.0,40.0, United-States,0.0
32.0, State-gov,247481.0, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,48.0, United-States,1.0
40.0, Local-gov,208277.0, Bachelors,13.0, Divorced, Prof-specialty, Unmarried, Female,0.0,0.0,35.0, United-States,0.0
30.0, Private,267281.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Male,0.0,0.0,50.0, United-States,0.0
23.0, Private,13769.0, Some-college,, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,30.0, United-States,0.0
49.0, Private,224393.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,55.0, United-States,1.0
42.0, Private,, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, Female,5455.0,0.0,50.0,,0.0
37.0,,45937.0, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Wife,,0.0,0.0,40.0, United-States,1.0
41.0, Private,140886.0,,9.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,40.0, United-States,0.0
37.0, State-gov,46814.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Male,0.0,0.0,38.0,,0.0
23.0, Private,384651.0, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,,0.0,40.0, United-States,0.0
23.0, ?,223019.0, Some-college,10.0, Never-married, ?, Own-child, Female,0.0,0.0,35.0, United-States,0.0
47.0, Federal-gov,126204.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family,,0.0,0.0,40.0,,0.0
60.0, State-gov,165827.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, Male,,0.0,55.0, United-States,1.0
33.0, Private,171215.0, Masters,14.0, Never-married,, Own-child, Male,0.0,0.0,40.0, United-States,0.0
41.0, Private,147372.0, HS-grad,, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,48.0, United-States,1.0
45.0, Private,55272.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,0.0
38.0, Private,175360.0, 10th,6.0,,, Not-in-family, Male,0.0,2559.0,, United-States,0.0
19.0, Private,, Some-college,10.0, Never-married, Adm-clerical, Own-child, Female,0.0,2001.0,40.0, United-States,0.0
56.0, Private,359972.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,60.0, England,1.0
, Private,188917.0, HS-grad,9.0, Divorced, Handlers-cleaners, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
45.0, Private,51664.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,40.0, United-States,0.0
35.0, Private,112077.0, HS-grad,, Married-civ-spouse, Handlers-cleaners, Husband, Male,5013.0,0.0,40.0, United-States,0.0
, Private,446771.0, Some-college,10.0,, Adm-clerical, Own-child, Male,0.0,0.0,25.0, United-States,0.0
50.0, State-gov,238187.0, Bachelors,13.0, Divorced, Adm-clerical, Not-in-family, Female,0.0,0.0,37.0,,0.0
19.0, Private,201743.0,,10.0, Never-married, Other-service,,,0.0,0.0,26.0,,0.0
, Private,156192.0, Masters,,, Prof-specialty, Husband, Male,,0.0,, United-States,1.0
28.0, Private,228075.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,40.0, United-States,0.0
40.0,,73883.0, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, Male,0.0,,40.0, United-States,0.0
20.0, ?,38455.0, HS-grad,9.0, Never-married, ?, Unmarried, Male,0.0,0.0,40.0, United-States,0.0
